Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
1,18,18,4,Nematodes,47,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Ostracod,3,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Copepod,6,7,7,7,6,4,5,3,3,3,5,3,5,6,5,7,4,7,5,7,,,,,,,,,,,,,
1,19,19,4,Gastropod,4,19,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Foraminifera,2,3,2,2,2,2,2,2,2,2,3,2,2,2,1,1,,,,,,,,,,,,,,,,,
1,19,19,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Amphipods,20,11,5,20,10,29,10,5,35,10,29,19,12,10,5,,,,,,,,,,,,,,,,,,
1,19,19,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,19,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Ostracod,2,3,4,3,3,3,3,5,4,4,3,5,2,4,,,,,,,,,,,,,,,,,,,
1,20,20,4,Copepod,6,4,5,6,5,4,5,4,5,5,7,3,4,7,6,6,6,6,6,7,,,,,,,,,,,,,
1,20,20,4,Gastropod,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Foraminifera,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,,,,,,,,,,,,,
1,20,20,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Amphipods,20,17,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,20,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Ostracod,2,4,4,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Copepod,7,6,7,7,7,3,4,4,3,3,3,7,6,3,3,4,5,4,3,6,,,,,,,,,,,,,
1,21,21,4,Gastropod,4,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Isopods,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Amphipods,20,5,20,13,5,15,15,5,10,13,9,5,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Copepod,4,4,4,5,3,4,5,5,7,3,5,6,6,6,7,3,5,7,5,4,,,,,,,,,,,,,
1,22,22,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Foraminifera,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,
1,22,22,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Amphipods,8,8,5,8,5,12,7,20,5,6,6,6,6,5,5,7,7,8,10,,,,,,,,,,,,,,
1,22,22,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Ostracod,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Copepod,4,6,5,4,4,6,6,7,4,6,5,5,5,5,6,5,7,7,5,7,,,,,,,,,,,,,
1,23,23,4,Gastropod,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Foraminifera,2,2,2,1,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Isopods,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Amphipods,7,5,7,7,8,7,5,7,9,17,12,7,10,5,,,,,,,,,,,,,,,,,,,
1,23,23,4,Larvae,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Copepod,3,7,7,7,4,3,7,5,6,6,5,4,4,7,6,7,6,6,4,7,,,,,,,,,,,,,
1,24,24,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Foraminifera,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Amphipods,4,18,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,24,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Copepod,5,4,5,7,7,4,5,6,7,4,4,4,4,5,7,7,7,7,6,4,,,,,,,,,,,,,
2,1,25,4,Gastropod,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Foraminifera,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,
2,1,25,4,Isopods,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Brittle stars,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Amphipods,7,5,7,10,10,30,12,20,8,8,5,12,20,16,20,10,10,15,5,6,,,,,,,,,,,,,
2,1,25,4,Larvae,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Ostracod,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Copepod,6,7,4,4,6,6,5,4,3,5,5,4,4,4,4,7,7,4,3,4,,,,,,,,,,,,,
2,2,26,4,Gastropod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Foraminifera,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,,,,,,,,,,,,,
2,2,26,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Amphipods,10,15,10,20,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,26,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Ostracod,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Copepod,3,5,4,4,3,4,4,3,3,4,4,6,7,3,3,3,4,4,4,4,,,,,,,,,,,,,
2,3,27,4,Gastropod,2,4,2,3,5,4,2,3,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Foraminifera,2,3,3,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,,,,,,,,,,,,,
2,3,27,4,Isopods,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Amphipods,8,16,20,20,7,14,12,7,10,10,10,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,27,4,Nematodes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Ostracod,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Copepod,6,6,5,6,5,5,5,7,7,6,5,7,4,6,7,3,5,5,5,6,,,,,,,,,,,,,
2,4,28,4,Gastropod,4,4,14,4,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Foraminifera,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,3,1,2,1,1,,,,,,,,,,,,,
2,4,28,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Amphipods,10,15,8,10,4,4,5,4,5,8,15,4,5,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,28,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Copepod,6,5,4,5,5,6,6,6,4,5,6,7,7,4,3,6,7,6,6,7,,,,,,,,,,,,,
2,5,29,4,Gastropod,4,5,4,5,5,4,2,18,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Foraminifera,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Amphipods,12,7,31,11,8,12,10,5,5,10,15,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,29,4,Nematodes,22,22,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Copepod,5,7,6,3,4,3,5,4,3,4,5,3,4,7,5,5,3,4,3,4,,,,,,,,,,,,,
2,6,30,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Isopods,22,13,10,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Brittle stars,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Amphipods,15,14,10,10,14,7,15,5,7,10,12,7,15,7,20,10,10,27,,,,,,,,,,,,,,,
2,6,30,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,30,4,Nematodes,42,42,42,40,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Ostracod,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Copepod,4,4,5,4,4,7,6,5,5,4,5,5,4,6,5,5,4,5,6,5,,,,,,,,,,,,,
2,7,31,4,Gastropod,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Isopods,16,7,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Amphipods,5,7,14,7,7,13,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,31,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Ostracod,4,3,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Copepod,6,4,6,7,6,7,7,7,6,4,4,6,4,7,4,5,5,6,6,6,,,,,,,,,,,,,
2,8,32,4,Gastropod,5,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Foraminifera,2,2,1,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Amphipods,15,5,7,7,10,7,20,10,6,12,10,14,12,20,5,6,10,17,10,,,,,,,,,,,,,,
2,8,32,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,32,4,Nematodes,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Ostracod,3,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Copepod,6,4,4,3,7,5,5,5,5,5,6,5,4,3,5,5,5,6,4,3,,,,,,,,,,,,,
2,9,33,4,Gastropod,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Foraminifera,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Isopods,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Amphipods,10,8,8,11,6,9,11,27,5,12,7,10,17,9,10,10,12,11,33,5,,,,,,,,,,,,,
2,9,33,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,33,4,Nematodes,37,28,42,26,37,32,33,23,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Ostracod,4,3,3,5,7,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Copepod,3,3,4,4,4,4,5,5,4,5,4,4,7,4,7,7,5,5,5,7,,,,,,,,,,,,,
2,10,34,4,Gastropod,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Foraminifera,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Amphipods,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,34,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Ostracod,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Copepod,3,3,3,3,7,4,4,3,5,5,6,4,4,3,7,6,4,3,6,3,,,,,,,,,,,,,
2,11,35,4,Gastropod,8,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Foraminifera,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Isopods,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Amphipods,7,4,6,12,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,35,4,Nematodes,42,30,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Ostracod,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Copepod,4,3,5,6,3,7,3,3,3,6,3,7,5,5,2,,,,,,,,,,,,,,,,,,
2,12,36,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,36,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Ostracod,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Copepod,5,5,6,7,5,5,4,7,6,5,6,7,6,6,5,8,6,6,7,5,,,,,,,,,,,,,
2,13,37,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Foraminifera,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Larvae,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,37,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Ostracod,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Copepod,6,4,3,4,4,4,6,7,7,5,4,7,5,6,7,5,6,7,6,7,,,,,,,,,,,,,
2,14,38,4,Gastropod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Isopods,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Amphipods,17,15,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Larvae,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,38,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Ostracod,5,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Copepod,5,4,4,3,4,4,4,5,4,5,4,3,6,4,5,5,5,3,4,5,,,,,,,,,,,,,
2,15,39,4,Gastropod,4,14,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Mites ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Amphipods,5,5,4,7,7,15,11,5,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,39,4,Nematodes,44,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Copepod,5,4,5,5,5,7,6,5,4,4,6,5,6,6,6,4,7,6,7,6,,,,,,,,,,,,,
2,16,40,4,Gastropod,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Foraminifera,2,2,3,3,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Mites ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Amphipods,7,8,5,10,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Larvae,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,40,4,Nematodes,43,40,40,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Ostracod,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Copepod,7,4,5,3,6,4,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Foraminifera,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Isopods,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Mites ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Amphipods,5,14,16,5,10,10,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,41,4,Nematodes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Ostracod,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Copepod,6,6,5,7,5,5,6,6,4,6,4,4,5,7,6,5,5,5,7,4,,,,,,,,,,,,,
2,18,42,4,Gastropod,15,4,16,16,3,5,3,20,5,5,5,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Foraminifera,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Mites ,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Amphipods,14,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,42,4,Nematodes,40,36,44,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Ostracod,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Copepod,6,6,7,7,5,5,5,4,4,5,5,7,6,7,5,7,7,5,,,,,,,,,,,,,,,
2,19,43,4,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Foraminifera,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Isopods,8,10,10,12,20,10,7,5,7,10,22,10,10,10,10,8,10,15,,,,,,,,,,,,,,,
2,19,43,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Amphipods,16,11,10,10,10,12,6,10,10,5,14,7,7,9,5,7,8,15,,,,,,,,,,,,,,,
2,19,43,4,Larvae,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,43,4,Nematodes,36,42,47,17,36,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Ostracod,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Copepod,6,7,7,5,6,6,7,4,5,4,3,4,4,6,7,7,5,7,4,5,,,,,,,,,,,,,
2,20,44,4,Gastropod,5,5,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Foraminifera,3,3,3,2,2,3,3,2,2,2,2,3,3,2,2,2,3,2,3,2,,,,,,,,,,,,,
2,20,44,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Larvae,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,44,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Ostracod,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Copepod,5,7,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Gastropod,5,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Foraminifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Mites ,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
